,Review,Brand,Total Rating,Look Rating,Smell Rating,Taste Rating,Feel Rating,Overall Rating
1304,"Hazy body, orange and peach toned; huge head, rocky and white; sticky globs of foam cling to the glass. Outstanding citrus smell; orange and tangerine; oats and other cereal grains. Complex and varied flavors; toasted grain; oats; bread crust; citrus pith; bold bitterness with a touch of phenol expression; moderate alcohol note. Heavy body; velvety; alcohol warmth and dryness', '\n', ""\nI've been curious about this popular and highly rated beer, and I'm glad my curiosity has been satisfied. It certainly earns its reputation for greatness. It exudes eye appeal, an alluring nose; balanced flavors with fine depth, and gently caresses the palate with a soft, warm dryness. A must-try beer."", '\n', '\nPouring temperature: 49 °F; canning data: JULIUS FOR DAYS 03/22/22",Julius ,4.48,4.75,4.25,4.5,4.75,4.5
1305,Wonderfully juicy hoppy ipa. Great afternoon beer. Prefer in a glass than a can,Julius ,4.74,5.0,4.75,4.75,4.5,4.75
1306,The beer that started my IPA love. Incredible juice,Julius ,5.0,5.0,5.0,5.0,5.0,5.0
1307,"It was really good, and I rated it accordingly, but nowhere near as good as I have been led to believe.",Julius ,4.5,4.5,4.5,4.5,4.5,4.5
1308,"6 weeks old. Can to pint glass.', '\n', '\nLook: Pours a hazy orange with a white foamy head that leaves a bit of retention. No floaters.', '\n', '\nSmell: Ripe orange and tangerine. Hints of grapefruit.', '\n', '\nTaste: Orange, tangerine, grapefruit and peach. Medium sweetness. Slightly bitter and zesty.', '\n', '\nFeel: Full and juicy. Nicely balanced with a zesty punch. Medium carbonation. ', '\n', '\nOverall: Probably the quintessential Tree House beer with a clear focus on orange citrus fruits. Not overly complex but outstanding in all its qualities. Perfectly executed. Very full and aromatic despite its relatively low ABV of 6.8.",Julius ,4.69,4.75,4.5,4.75,4.75,4.75
1309,"Canned 2/11/22. Pours a dark, murky orange, briefest off-white head with a few islands of foam, spotty lacing. Nose is moderate resinous hop and pine, light citrus juice, and grain. Found that it really needed to warm up before fruitier notes came out - mango, passionfruit, general sticky tropical fruit. Taste is spicy black and white pepper, grapefruit juice and peel, underripe orange, grassy hop, some hop burn. Mouthfeel is full with prickly carbonation, softer as it warms, dry on the finish, and some alcohol heat as well.",Julius ,3.88,3.0,3.75,4.0,4.0,4.0
1310,"16oz canned 12-7-21. Opened 1-15-22. Courtesy of providence.', '\n3 finger white head rising over the rim of the glass, meringue-like. Fantastic retention. Full, sticky lacing. Opaque and orange-gold tint. Fresh citrus, mango, berries in cream in the aroma. Ripe oranges, tart tangerine and a zest-like bitterness over a creamy base. Vibrant fruit flavors. Full body, super-soft creamy mouthfeel with a pleasant bitterness. Long lasting finish with just a touch of sweetness. Top notch, upper echelon NEIPA.', '\nWorld-Class.",Julius ,4.69,4.75,4.5,4.75,4.75,4.75
1311,"""Not every beer is deserving of the hype it receives. This is not one of those beers. It's wow-factor off the charts in every aspect - no need for me to list my amazement in every category. If you can obtain this beer, and you generally enjoy NEIPA style, this one's a must. Near-flawless brew.""",King Julius ,4.74,4.5,4.75,4.75,4.75,4.75
1312,"""With utmost radiance, vibrancy and brilliance in its hop display, Tree House's Imperial New England IPA hits hops pinnacle. In a world of princes, they are the king."", '\n', ""\nAnd the excellence in King Julius is not only expected but also realized with a creamy peachy-taupe and golden hue with airy textures in its creamy meringue-like froth. The beer's muddled appearance only works to make the session more appetizing. A slow separation of froth ale underneath suggests a viscous character that carries over to a creamy, tangy-sweet and fruit-filled taste just after a grassy, citrusy, herbal and sprucy scent starts out like a fruitier citronella."", '\n', ""\nThe flavors that simply blossom on the middle palate are abundant with a bursting fruit display. Branch-ripe tangerine,in all its tangy, fructose-sweet and vibrant glory springs to life with a zesty support of grapefruit, lemon and lime. Tantalizing tropical fruits join the taste with pineapple, pawpaw and kiwi nuances. Smooth in the beer's fleeting finish, a sense of herbal sherbet with citronella apply their final and lasting impressions of spiked fruit punch."", '\n', '\nCreamy and malty-dry, the taste starts plush on the palate but trails into a semi-dry, smoothly bittered, softly resinous and tea-like finish. The soft sappiness of fresh and perfumy cedar links up with fragrant citrus peel for an evaporative minty cooling and a nearly teeth-churning creamy tartness that aligns with gin-spiked sorbet textures as well as flavors.",King Julius ,4.6,4.25,4.75,4.5,4.5,4.75
1313,"16oz. Can served in a Spiegelau tulip. Pours a dull orange with a hazy clarity and a frothy, half-inch, off-white head. Nose expresses bright notes of Mandarin Orange and peel. Taste follows nose with a light herbal bite at the finish. Mouthfeel is medium bodied with a consistent, almost assertive carbonation. Overall, very tasty but not sure it warrants the hype.",King Julius ,4.04,4.25,4.0,4.0,4.25,4.0
1314,"Canned 8/19/22. Warm yellow orange color, totally opaque hazy beer. An inch of just off-white head on top which hangs around a good bit, and laces the glass well. Nose is as advertised, orange cream, mango, honeydew melon, ripe and sweet and a bit floral at the end. There are so many good NEIPAs out there that I often think they start to run together... then I taste something like this. Sweet at the very beginning, but also floral, big citrus notes, grapefruit and orange peel, with a silky feel. What\'s incredible is how clean it finishes for what really starts out pretty sweet, but the grassy and a little bitter orange hop resin at the end leave your mouth not overly sweet at the end. The booze is present, but it plays in the background. The bitterness shines through especially at the end in a really satisfying ""take another sip"" type of way.",King Julius ,4.81,4.5,4.75,5.0,4.5,4.75
1315,"Canned: Jul-29-2022', '\nConsumed: Aug-22-2022', '\n', '\n', '\n""The Crimson King\'s balcony beer"", indeed.', '\n', '\nWow. It really is cranked up about as high as could be in terms of orangey lupuline saturation. Drinks like Orange Crush toilet wine made in a Scandinavian white-collar prison in heaven. That or an Orange Julius from hell. Either way, only the best. ', '\n', '\nBig and rich and fruity and creamy and boozy. It is big enough to require easing into while never approaching harshness or anything off-putting in the flavor. Lovely look to it. Aroma and flavor are an at once complicated and simple blend of tangerine, clementine, apricots, grapefruit rind dipped in honey, pithy citrus oil, weed that has been rehydrated using orange peel, I could go on. Again, wow.... ', '\n', '\nLike with most of the IIPAs from TH, this is as close to perfect as you can get. A balance of all the individual components of the style each unique, each cranked to 11 but each in total harmony with the others. Textbook example of what the style can be.', '\n', ""\nOne other thing I want to add here for no real reason. I am far from a TH expert but I have a decently experienced palate and have had a few dozen of their beers over the years. These are the first of their beers I've had in a couple years cause of the pandemic and damned if their packaging has not gotten even more incredible (at least compared to the best packaging you find in Quebec). A month old and just mellowed right into itself. No vague hints of oxidation, no fading or changing profile over the few cans I've had of this (and others ranging up to a month and a half old). Anyway, cheers to the canning line. Based on their many date code messages I've seen over the years and including this one I think we'd all enjoy sitting around listening to music together. You guys rock!"", '\n', '\nCheers, KC!', '\n', '\n5...4.75...4.75...5...5",King Julius ,4.84,5.0,4.75,4.75,5.0,5.0
1316,"Pretty good…', '\nTangy, orangey smell', '\nPours a hazy marmalade orange color with a white filmy head', '\nNice juicy, citrusy taste', '\nBut really too astringent with a weird astringent aftertaste', '\nWhere is the malt? Very little hop bitterness.', '\nThere are lots better IPA’s but the popularity of TreeHouse in a big state like Massachusetts pumps up these scores",King Julius ,4.5,4.5,4.5,4.5,4.5,4.5
1317,"Honestly I like this a lot better than original Julius. I think the higher ABV brings out more of the flavors. In particular, I like the mild creaminess that is more apparent here. At the same time, there is a strong citrus/pine presence to balance it.",King Julius ,4.9,4.75,4.75,5.0,4.75,5.0
1318,"Canned 7/18/22', '\n', '\nAfter years and years of dreaming of experiencing Tree House’s offerings, a buddy of mine was kind enough to bring me home a care package on the way home from his vacation. The King is my first choice to sample.', '\n', '\nThis is a beautiful beer. It pours a thick, creamy, deep orange with a billowy white head. Smells of juicy mango and bright citrus fruits. ', '\n', '\nMy first mouthful is a melange of orange, mango and tropical fruits. Even better than the taste is the thick and chewy mouthfeel. It almost drinks like a stout! ', '\n', '\nThis is a fantastic beer that lives up to the hype.",King Julius ,4.74,4.5,4.75,4.75,4.75,4.75
1319,"I think this beer is great but I don’t love it. Julius is a fantastic beer, double Julius is good but not something I would go out of my way to get. Overall great beer but, not world class.",King Julius ,4.25,4.25,4.25,4.25,4.25,4.25
1320,"King Julius pours a thick, rich looking juice bomb of very orange in color and a thicker big head. Canned 06/28/22 the smell of hops and juice is quite amazing. The taste is juicy citrus. Mouthfeel is thick, creamy smooth with some slight bitterness. Overall a top NEIPA that I could enjoy on a regular basis. A Special THANKS to my friend Jennifer of Maynard for sharing this fabulous juice bomb.",King Julius ,4.47,4.5,4.25,4.5,4.75,4.5
1321,"I prefer the extra kettle hopped versions of the Julius line, but this is a big ole DIPA that deserves respect. Unmistakable TH mouthfeel, right amount of balance - refreshing citrus backbone.",King Julius ,4.59,4.5,4.75,4.5,4.75,4.5
1322,"Poured from a 16oz can into pint glass in May 2022. There was a canned date of 05/19/22 @ 06:15:46 on the bottom of the can. I bought this at the brewery, and drank less than 1 week from purchase.', '\n', '\nAppearance: Deep gold color with 2-finger white head. It is deep with a very hazy complexion, like many New England IPAs. Head is very thick, and it lasts a minute, leaving a small covering. There is a medium amount of lacing on the glass.', '\n', '\nSmell: Strong aroma of citrus and pine, as well as some hops and pineapple. The citrus and pine aromas dominates the other aromas.', '\n', '\nTaste: Bitter taste from the hops with a moderate sweetness like citrus. The sweetness and bitter edge are well-balanced. Has a very nice after-taste that lasts a moderate amount of time. Overall a nice balance and very drinkable.', '\n', '\nMouthfeel: Medium body. Average alcohol, which matches the 8.2% listed on the can.', '\n', '\nThis is an excellent New England IPA. It has a nice mix of citrus, hops, and other flavors, which makes it enjoyable. I like the overall balance, and would buy this again.",King Julius ,4.71,4.5,4.75,4.75,4.5,4.75
